Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified
Morgan St.,2017,10.8,14,15,5.7,71.1,38.5,29.4,0.4,3.4,-3.2,46.7,28.5,67.5,70.7,5.3,1.4,43.8,No
Morgan St.,2018,12.2,13.6,11,6.9,72.5,41.8,33.7,0.9,2.8,-2,40.6,34.8,71,73.1,5,1.9,44.6,No
Morgan St.,2010,12.5,13.5,23,6.6,70,42.9,33.2,0.8,4.1,5.6,73,32.5,76,70.4,5.5,3.7,42.3,No
Morgan St.,2012,11.8,15.6,10,6.6,67.6,42.9,30.7,-1.4,4.5,-2.9,31,34.1,66.7,69.6,5,-1,42.7,No
Morgan St.,2015,10.1,10.7,6,5.6,62.5,35.9,28.4,3.5,2.9,-9.7,22.6,36.1,61.2,70.9,5.3,-3.3,47.8,No
Minnesota,2016,12.2,11.4,13,5.5,70.7,40.5,31,1,3.6,-6,25.8,38.1,68,74,6.2,-3.3,45.1,No
Minnesota,2017,14.9,11.6,16,5.7,71.1,43.5,34.2,1.1,6.7,5.7,70.6,30.9,75.2,69.4,6.1,0.9,40,Yes
Minnesota,2018,14.6,11,9,5.7,70.4,43.1,34.6,0.3,5.1,0.1,46.9,37.5,75.2,75.1,6.8,0,43.8,No
Minnesota,2010,16.7,12.6,11,7.8,70,46.8,39.9,1.6,5.7,8.3,60,34.1,72.4,64.1,7,1.7,40,Yes
Minnesota,2012,15.1,14.7,13,7.1,69.7,46.2,35.6,-1.7,4.9,2.8,60.5,34.6,67.6,64.8,5.3,3.7,41.4,No
Minnesota,2013,14.8,13.7,6,7.4,68.5,44.3,33.7,-0.9,5.5,6.5,61.8,33.9,68.7,62.2,5.4,7.6,39.7,Yes
Minnesota,2015,15.7,12.1,6,9.5,67.2,46.3,38.1,4.6,3.3,6.5,54.5,36.4,74.2,67.7,7.4,-2.5,43.6,No
Eastern Wash.,2016,13.2,11.2,15,5.9,68.3,48.3,38.5,0.4,3.8,4.5,52.9,36.8,81.4,77,10.5,-0.8,48.5,No
Eastern Wash.,2017,12.4,12.2,21,4.6,77,47.9,37.9,-1.6,4.8,3,64.7,37.1,79.3,76.2,8.3,1.2,44.2,No
Eastern Wash.,2018,12.6,11.5,16,5.3,76.4,46.4,37.4,0.3,3.1,2.8,57.1,35.8,74.8,72,8.9,-0.5,44.6,No
Eastern Wash.,2010,13.6,15.1,18,6.2,71.3,41.6,35.5,-1,2.5,-7.4,30,39.6,68.8,76.3,6.9,-2.1,46.9,No
Eastern Wash.,2011,11.9,13.7,20,5.8,66.3,40.8,36.9,-0.7,4,-3.2,33.3,34.6,67.4,70.6,8.1,-0.9,43.8,No
Eastern Wash.,2012,12.2,11.8,37,7.1,70.9,41.2,35.7,3.8,3.6,1.3,46.9,36.7,72.7,71.4,8.8,-2.5,44.6,No
Eastern Wash.,2013,13.4,13.4,17,5.3,65.5,41.5,34.1,-2.4,5.7,-5.3,32.3,35.1,69.2,74.5,8.5,-4.2,43,No
Eastern Wash.,2015,13,10.7,10,6.3,72.6,47.8,40,1.6,4.8,6.6,74.3,38.8,80.6,73.9,9.8,-0.1,45,No
La Salle,2016,12.5,12.8,17,7,66.9,40.4,34,0.2,3,-9.4,29,37.4,64.1,73.5,8.4,-7,45.9,No
La Salle,2017,14.2,13.1,13,6.4,76.6,45.7,36.4,-0.6,2.1,-1,50,39.4,75.5,76.6,8.5,-0.8,46.7,No
La Salle,2018,12.8,11.7,20,5.9,78.7,42.9,33,0.7,2.8,-0.8,40.6,38.1,72.9,73.8,7.3,-0.4,45.2,No
La Salle,2010,13.8,15.7,14,6.2,66.7,44,33.7,-4,4.7,-2.7,40,34.4,70.4,73.1,5.5,4.4,43.6,No
La Salle,2011,15,15.5,14,7.4,70.9,44.6,36.4,-1.7,4,-1.8,45.5,35.7,76.8,78.6,6.3,1.8,44.9,No
La Salle,2012,14.6,13,13,8.1,72.1,46.4,40.6,2.7,3.4,6.7,61.8,31.5,72.9,66.1,7.8,-3.5,41.7,No
La Salle,2013,14.1,11.5,10,7.7,73.7,45.1,37.7,2.8,3.5,5.7,70.6,30.2,72.1,66.4,7.7,-3.8,45.6,No
La Salle,2015,12.1,13,16,6.4,69.4,42,32.1,0.2,3.6,0.9,51.5,31.6,63.2,62.3,5,-0.5,41.1,No
Liberty,2016,13.1,13.8,15,5.6,71.7,44.9,36.6,-1.7,1.4,-3.7,40.6,35.7,64.7,68.4,8.8,-3.1,45.6,No
Liberty,2017,12.9,10.4,15,6.5,74.2,43.6,35.9,3.9,1.9,3.2,60,33.5,66.6,63.4,9.1,-5.4,43.4,No
Liberty,2018,14.1,11.8,7,5.9,79.2,46.2,37.3,0.4,2.5,7.2,59.5,36.6,70.8,63.6,8.1,3.8,41.6,No
Liberty,2010,12.4,15.6,12,6.6,70,43.9,33.5,-2.1,2.9,-0.7,48.4,31.3,67.5,68.2,5.5,1.9,42.4,No
Liberty,2011,12.6,15.2,13,6.7,68.6,42.6,32.2,-1,3.4,2,59.4,31.8,67.7,65.6,5.2,5.8,42.7,No
Liberty,2013,12.3,13.3,8,5.5,73,42.9,37.5,-2.6,2.9,-0.8,41.7,30.4,69.1,70,7,-0.7,42.2,No
Liberty,2015,10.9,16.4,11,5.5,70.3,42.9,31.7,-4.1,2.7,-6.3,22.6,34.9,63.5,69.7,4.7,1.5,42.3,No
Alabama St.,2016,12.1,12,15,5.8,68.4,40.9,33.1,1,3.6,-2.9,45.2,33.9,71.5,74.5,6.9,-0.6,46.3,No
Alabama St.,2017,9.7,15.7,10,4.8,63.7,39.2,29.7,-3.1,3.2,-8.5,25.8,34.3,65.9,74.4,6.5,0.6,44.4,No
Alabama St.,2018,10.1,14.1,13,5.5,64.6,40.9,32.8,-1.2,4.2,-9.9,25.8,37.7,68.7,78.6,6.7,-3.3,45.3,No
Alabama St.,2010,12.9,16.2,17,7.4,64.1,40.4,32.4,-0.5,4.2,-1.5,51.6,34.9,64.5,65.9,6.1,1.8,43.5,No
Alabama St.,2012,11.5,15.2,15,7.6,58.4,37.8,30.6,0.5,3.1,-5,38.7,30,59.4,64.4,6.1,-1.7,43.6,No
Alabama St.,2013,11.6,15,13,6.3,59.7,40.8,30.2,-1.6,3.2,-7.9,31.3,34.7,61.8,69.7,5.3,-1.1,43.2,No
Alabama St.,2015,13.6,13.7,5,6.3,65,43.8,35.8,-0.1,4.2,5.3,65.5,33.9,72.1,66.8,5.9,5.2,41.7,No
Marshall,2016,16.8,12.8,25,6.8,69.3,46.6,33.7,0.5,3.1,1.1,51.5,37.4,86,84.9,10.1,-3.3,46.7,No
Marshall,2017,16.5,12.4,21,6,73.4,45.6,37,0.8,4,1.7,57.1,34.4,85.6,84,10.2,-5.2,46.1,No
Marshall,2018,17.1,13.2,13,7,76.4,46.7,35.8,1.1,5.8,4.7,69.4,35.5,83.8,79.1,10.1,-5,44.1,Yes
Marshall,2010,16.1,12.7,5,6.4,68.4,47.8,0,0.7,7.9,10.9,70.6,31.9,79.9,69,6.5,2.6,39.6,No
Marshall,2011,12.9,13.3,17,4.9,67.9,45.3,0,-0.5,3.6,6.1,64.7,29.8,73.5,67.4,5.5,4.8,42.1,No
Marshall,2012,12.7,13.1,19,6.1,61.4,43.6,31.3,-0.8,3.8,2.5,60,31.7,70.6,68.1,5.8,7,45,No
Marshall,2013,14,15.8,19,6.5,59.8,42.7,30.7,-2.6,4.5,-3.7,40.6,37,69,72.7,6.2,1.4,44,No
Marshall,2015,12.8,15.6,16,6.6,64.8,40.2,31.6,-2.1,2.9,-4.7,34.4,32.2,66.8,71.5,7.8,-2.1,42.8,No
IUPUI,2016,11.1,13.3,19,6.7,70.5,42.2,33.3,-0.7,2.5,-5.7,40.6,33.7,68.2,73.8,5.7,-1.3,45.9,No
IUPUI,2017,14.2,12.5,11,6.8,68.3,45.1,38.8,1.2,2.7,-0.5,43.8,36.1,78.1,78.7,9,-0.8,47.2,No
IUPUI,2018,12.8,14.2,10,6.8,66.5,42.4,35.5,0.5,3.4,-4.4,36.7,34.7,68.2,72.7,7.1,0,47,No
IUPUI,2010,14.9,14.3,20,8.8,71.5,50.4,38.9,0.3,4.6,7.3,69.4,35.2,74.5,67.2,5.7,2,43,No
IUPUI,2011,11,11.2,9,5.8,78.2,47.3,35.3,0.8,2.7,2.5,57.6,36.1,71.6,69.2,6,0.6,47.2,No
IUPUI,2012,11.7,11.8,6,6.8,77.6,44.3,35.4,1.6,3,-0.3,43.8,35.3,72.5,72.8,5.8,-0.9,47.3,No
IUPUI,2013,13.1,12.7,4,5.5,67,44.3,35.7,-1.1,2.3,-11.1,18.8,38.2,65.5,76.6,6.9,-7.2,48.6,No
IUPUI,2015,11.2,15.5,19,7,70.1,42.6,29.6,-1.8,2.1,-6.4,32.3,38.4,60.7,67.1,4.1,1.1,45.3,No
Duke,2016,13.3,9.8,18,6.3,72.3,46,38.5,2.1,4.3,8.6,69.4,34,81.1,72.5,9.1,-0.6,44.5,Yes
Duke,2017,13.1,11.4,13,6.1,76.2,47.5,37.9,0.7,4.6,10.6,75.7,29.3,80.8,70.2,8.4,2.6,43.2,Yes
Duke,2018,17.5,12.4,14,7.4,71,49.2,37.2,-0.2,5,14.7,78.4,32,84.4,69.6,8.4,8.1,40.5,No
Duke,2010,13.9,11,18,6.7,75.9,44.2,38.5,3.2,4.1,16,87.5,28.3,77,61,7.5,6.3,40.1,Yes
Duke,2011,14.3,12.1,13,7.3,75.3,47.1,37.4,2.7,4.4,16.2,86.5,32.4,80.9,64.7,7.9,2.7,40.5,Yes
Duke,2012,12.4,12.2,14,6.2,70.1,45.6,37.1,0.6,4,8.6,79.4,31.7,77.3,68.6,8.1,2.6,43.3,No
Duke,2013,14.3,10.6,22,6.4,73.9,47.2,39.9,3.3,3.8,11.9,83.3,29,77.2,65.3,7.5,-1.1,41.6,No
Duke,2015,15.1,10.8,7,7.1,69.9,50.2,38.7,1.5,3.8,15.1,89.7,31.4,79.3,64.2,7.3,5.4,42.2,No
Western Caro.,2016,12.6,14.3,27,8.1,70.4,42.7,33.2,0.7,3.2,-0.3,47.1,34,72.9,73.2,7.1,0.3,43.3,No
Western Caro.,2017,11.4,16.1,16,6.2,65.3,39,30.7,-2.7,2.3,-11.9,28.1,35.5,61.4,73.3,5.7,0.7,44.5,No
Western Caro.,2018,13.3,14.9,15,7.9,68.3,41.1,33.3,0.4,2.9,-7.2,40.6,35.7,68.4,75.6,7.3,-2.8,46,No
Western Caro.,2010,13.5,13.9,30,9.4,64.1,44.9,36.4,3.3,2.9,5.1,64.7,32.4,74.3,69.2,8.1,0.4,43.8,No
Western Caro.,2011,13.1,13.7,30,9.1,65.1,43.1,33.3,2.1,3.1,0.8,54.5,31,69.8,68.9,5.8,0.4,45,No
Western Caro.,2012,10.9,13.1,14,8.1,69,42.3,35.2,2.1,3.1,1.3,48.6,36,71.5,70.3,7.5,0,45.2,No
Western Caro.,2013,11.3,13,17,7.6,70.4,43,33.9,1.1,3,-0.3,42.4,32.2,69.3,69.7,6.3,-0.6,44.1,No
Western Caro.,2015,11.7,13.6,31,8.1,70,43.4,34.2,0.8,4.4,-1,46.9,35.5,70.3,71.4,6.2,0.3,42.5,No
UTRGV,2016,15.3,12.5,13,4.8,67.1,41.8,33.5,-2.2,3,-11.2,26.7,34.4,66.4,77.7,7.1,-7.7,45.4,No
UTRGV,2017,15.1,15.8,23,7.7,71.7,42.4,33.6,0.5,2.6,-5,31.3,36.5,78.3,83.3,8.6,-2.9,47,No
UTRGV,2018,15.1,13.5,16,7.7,74.1,40.4,30.9,2.1,3.3,-2.8,45.5,35.3,75.5,78.3,6.2,-2.6,44.8,No
UTRGV,2015,13.3,13.5,11,5.5,67.6,42.1,30,-1.2,3.3,-8.1,32.3,34.5,62.2,70.3,4.2,-4,44,No
Boise St.,2016,13.4,11.6,20,6.5,70.9,45.3,33.1,3.2,2,7.3,62.5,35,77.5,70.2,8.2,1.9,44.5,No
Boise St.,2017,12.1,12.8,13,5,71.2,45,34.8,-0.9,2.4,3.9,62.5,33.6,75.1,71.2,7.9,1.9,42.7,No
Boise St.,2018,13.3,13.5,5,5.7,73.8,46.1,37.9,-1.7,2.2,9.1,71.9,32.7,78.2,69.1,9.6,8.1,42.7,No
Boise St.,2010,16.1,14.3,10,7.6,67.5,46,33.2,0.4,3.7,1.2,46.9,36.4,74.1,72.8,6,1.1,45.5,No
Boise St.,2011,12.8,12.1,17,8.6,72.2,43.8,34.4,5.2,2.7,6.1,62.9,37.8,74.1,68.1,6.8,0.6,45.9,No
Boise St.,2012,11.5,12.2,9,6.1,69.1,42.8,34.2,1.1,1.9,2.1,43.3,37.8,68.3,66.3,7.6,2.8,45.5,No
Boise St.,2013,13.2,12,17,6.6,74.7,46,39.1,1.4,1.7,7.8,65.6,33.8,73.2,65.5,7.8,4.3,43.7,No
Boise St.,2015,12,10.2,11,6.1,72.9,45.6,39.2,2.4,2.3,10.1,73.5,30.9,70.3,60.1,8.7,2.6,41.6,No
Florida St.,2016,13.3,13,11,7.1,69.5,46.4,34.1,0.7,4.1,4,58.8,36.2,78,74,6.5,3.4,44.2,No
Florida St.,2017,14.6,11.9,7,7.4,68.9,48.3,34.7,2.3,5.1,10,74.3,34.9,82.1,72.1,6.7,3.8,41.6,No
Florida St.,2018,14.9,13,12,6.9,69.1,46.8,35,1.1,5.3,7.2,65.7,35.5,80.1,72.9,7.8,2.7,41.7,No
Florida St.,2010,13.9,16.5,8,8.3,64.4,45.2,33.4,-0.5,6.3,7.8,68.8,32.8,68.2,60.4,5.8,5.2,37.7,No
Florida St.,2011,12.4,15.9,13,8.5,66.5,43.5,33.4,-0.7,6,7,67.6,30.6,69.1,62,6.2,4.9,36.3,No
Florida St.,2012,12.2,16.1,13,7.6,70.7,45.6,35.4,-1,6.1,6.9,71.4,30.9,69.8,62.9,6.2,3,38.1,No
Florida St.,2013,11.3,14.6,12,6.2,73.5,44.4,34.8,-0.9,5.1,-1.5,52.9,36.8,67,68.5,5.8,-2.6,43.7,No
Florida St.,2015,11.5,14.5,5,5.5,66.9,45.7,31.3,-2.6,4.8,-0.4,51.5,32.5,66.6,67,4.5,1.2,42,No
Fordham,2016,15.7,14.1,14,8.5,68,44.8,34.6,1.6,3.9,2.5,54.8,33.4,71.2,68.6,7.8,1.6,44.9,No
Fordham,2017,13.4,13.1,22,9.8,72.6,41.6,33.4,4.5,2.8,-2.4,40.6,35.9,65.3,67.7,8.3,-7.3,46.2,No
Fordham,2018,13.5,12.5,15,9.1,70.8,41.2,28.8,1.7,2.4,-8,29,35.1,62.3,70.3,7.3,-10,46.4,No
Fordham,2011,12.5,14,18,4.2,63,39.6,33.6,-3.5,4.4,-9.8,25,34.8,64.1,73.9,6.5,0,43.3,No
Fordham,2013,12.2,15.7,21,4.9,67.4,40.2,31.1,-4.5,4.1,-11.5,22.6,35.2,64.4,75.9,5.4,2.2,44.8,No
Fordham,2015,12.6,14.6,16,6.7,72.6,41.5,30.5,-2.1,3.8,-4.2,32.3,34.7,65,69.2,6,3,44.1,No
Louisville,2016,13.5,11.4,10,7.2,69,46.9,34.7,3,4.8,13.8,74.2,32.1,75,61.1,6,6.5,39,No
Louisville,2017,13.6,11,12,6.7,68.6,45.6,35.5,2.5,5.4,11.3,73.5,31.6,77.3,66,7,6,40.1,Yes
Louisville,2018,13.6,11.8,8,7,73.6,45.3,37.1,1.6,6,5.3,61.1,32.9,75.6,70.3,7.8,-0.4,41.3,No
Louisville,2010,15.5,13.7,8,7.8,70.1,44.7,33.7,1.6,4.1,6.1,60.6,34.7,75.9,69.8,7.9,1.8,42.9,No
Louisville,2011,17.4,13.1,12,9.3,66.3,45.3,36.2,3,5,10.4,71.4,31.1,74.9,64.5,8.8,0.1,39.4,No
Louisville,2012,13.3,14.1,16,8.8,68.8,42.2,31.8,1.5,4.8,7.2,75,30.3,68.2,61,5.8,1.7,38.4,No
Louisville,2013,14.6,12.4,8,10.8,70.9,45.6,33.3,5.9,4.2,15.7,87.5,31.8,74.5,58.8,5.8,3.6,39.5,Yes
Louisville,2015,11.6,11.3,11,7.9,66.8,42.9,30.7,2.7,5.4,9.1,75,30.3,69,59.8,5.5,2.6,39.2,No
NJIT,2016,16.1,12.9,10,6.5,73.8,44.5,35.4,0.7,2.7,1.2,57.1,34.8,75.1,73.9,8.7,-1.7,43.8,No
NJIT,2017,12.7,14.1,20,6.5,70.3,42.3,33.3,-0.6,2.9,-2.2,35.5,37.5,72.6,74.8,8.3,2.9,45.9,No
NJIT,2018,13.9,13.3,8,8.2,68.4,44.8,36.1,1.4,3.2,1.7,46.7,36,74.9,73.2,7.9,0.8,46.1,No
NJIT,2010,12.1,14.9,22,7.4,64.9,37.8,31.4,1,3.1,-5.3,32.3,33.6,61.5,66.8,6.3,-3.5,42,No
NJIT,2011,13,13.6,18,6,61.8,42.8,36.4,0.9,3.7,0.4,50,35.8,68.8,68.4,7.4,0.3,42.3,No
NJIT,2012,12.9,12.6,14,7.3,70.3,42.3,35.2,1.8,3,1.9,46.9,32,69.9,68,8.1,-1.2,41.7,No
NJIT,2013,12.9,14.6,15,8.7,67.1,42.1,37,0.8,5.1,6,55.2,32.6,70.4,64.4,6.3,3.3,38.1,No
NJIT,2015,14.9,13.6,9,7,69.6,45.7,37.6,-0.4,4.5,4.2,63.6,34.2,71.8,67.5,8.5,-0.5,40.1,No
Portland,2016,13.3,12.2,17,6.5,72.4,43.1,36.7,1.3,4,-2.2,37.5,38.1,77.6,79.8,9,-3.1,45.2,No
Portland,2017,9.8,12.8,15,4.9,74,42.3,37.3,-1.3,3.4,-5.1,33.3,35.6,67.1,72.2,6.5,-3.4,42.9,No
Portland,2018,12.1,12,14,5.2,67.8,44.8,38.3,-1,4,-4.7,31.3,34.2,69.4,74.1,8,-5.4,43.5,No
Portland,2010,14.8,13.1,8,6.5,73.5,46.4,40.7,0.8,1.7,5.9,65.6,35.2,72.1,66.2,7.9,2.7,43.8,No
Portland,2011,14,12.9,8,5.3,74.4,45.7,41.2,-1.4,3.1,2.5,62.5,34.8,71,68.5,7.6,3.4,43.1,No
Portland,2012,11.9,15.6,18,4.7,71.8,42.8,32,-3.9,2.8,-10.9,22.6,36.4,65.1,76,5.2,-0.4,46.2,No
Portland,2015,14.7,12.2,20,5.8,71.7,44.4,37.6,-0.8,4.5,1.9,51.5,33.8,70.2,68.3,6.5,3.8,43.3,No
SMU,2016,17.6,12.4,10,6.1,70,49.7,42,-0.3,4.6,13.9,83.3,33.1,77.3,63.4,6.5,10.2,40,No
SMU,2017,16.2,10.8,5,5.7,69.6,47.2,40.6,0.9,3.3,14.3,85.7,32.1,74.3,60,8.2,8.7,38.6,No
SMU,2018,14.4,11.6,6,7.4,68.6,44.4,37.9,2.4,3,5.4,51.5,33.8,69.5,64.1,8.5,0.4,42.2,No
SMU,2010,10.7,13.7,16,5.7,70,45.7,35.1,-2,2.5,1.8,45.2,35.8,66.2,64.5,5.9,3.7,42.7,No
SMU,2011,13.9,14,9,6.2,74.2,48.2,39.4,-0.1,3.1,3.3,57.1,37.7,64.6,61.3,7.9,-3.2,42.1,No
SMU,2012,11.9,12.6,14,6.9,67.3,41.9,34.1,1.8,2.3,-0.4,40.6,30.8,59.7,60.1,7.8,-5.2,42.6,No
SMU,2015,15.4,12.5,7,7,70.3,47.5,36.3,0.4,4.3,9.4,79.4,32.6,69.1,59.8,4.3,6.7,38.1,No
Miami (OH),2016,10.2,12.2,7,6.6,72.9,40.3,30.6,1.8,2.2,-4.9,39.4,35.8,63.2,68.2,5.4,-2.8,43.4,No
Miami (OH),2017,11.4,14.6,20,7.4,69.1,43.4,30.8,0.5,3.9,-4.2,34.4,34.7,70.3,74.5,6.2,-4.1,43.2,No
Miami (OH),2018,13.3,13.3,4,7.6,68.6,44.2,34.3,-0.6,2.6,1.3,47.1,32.8,72,70.7,8.9,1.7,44,No
Miami (OH),2010,10.4,12.8,11,5,72.7,43.5,34.7,-2.3,3.8,-0.9,43.8,34.1,62.4,63.3,6.4,-1.2,41.9,No
Miami (OH),2011,11.3,14.1,12,4.9,72.8,43.1,34.9,-3.4,2.8,-3.9,48.5,36.9,66.4,70.3,7.5,-1.3,44.3,No
Miami (OH),2012,11.7,13.5,9,5.5,69.8,43.4,35.5,-2,2.4,-3.5,30,33.8,60.7,64.2,7.3,-2.3,45.1,No
Miami (OH),2013,12.2,14.2,8,8.3,68,43,33.1,0.9,2.4,-5.6,29,37.2,63,68.6,5.7,-4.7,46.7,No
Miami (OH),2015,11.7,12.8,15,7.7,70.9,44,34.2,0.8,2,-3.3,40.6,34.8,66.3,69.6,5.8,-2.4,45.6,No
Gonzaga,2016,13.9,11.6,10,5.1,75.8,48.6,38,-1.2,3.1,13.3,77.8,29.8,78.9,65.6,7.8,7.4,39.6,Yes
Gonzaga,2017,15.3,11.5,15,6.8,71.7,50.4,38.2,0.6,4.7,21.1,94.9,29,82.6,61.5,7.3,7.1,36.5,Yes
Gonzaga,2018,15.2,11.4,14,6.3,70.8,49.8,36.8,0.9,3.6,15.8,86.5,35,83.5,67.7,8.9,8.6,40.9,Yes
Gonzaga,2010,13.4,13.1,11,6.7,66.4,49.1,35.3,-0.1,4.2,9.5,79.4,33,76.9,67.4,5.4,4.5,40.8,Yes
Gonzaga,2011,15.5,13.5,11,7.3,76.2,47.9,37,0.8,3.8,10.8,71.4,36.5,76.7,65.9,5.8,6.5,40.4,Yes
Gonzaga,2012,13.8,13.1,3,6.8,71.6,47.3,37.9,-0.2,3.2,10.6,78.8,31.1,73.8,63.2,6.5,6.2,41.3,Yes
Gonzaga,2013,15.1,11.2,2,7.9,70.5,49.7,37.1,2.5,2.7,17.2,91.4,33,77,59.9,6.5,7.6,38.5,Yes
Gonzaga,2015,16.3,10.4,7,5.9,69.1,52,40,0.8,3.3,17,92.1,33,78.7,61.7,6.9,7.4,39,No
Northern Colo.,2016,10.4,13.8,31,5.7,72.8,45.1,37,-1.4,2.5,-6.1,32.3,38.5,73.9,80.1,6.5,0.2,47.3,No
Northern Colo.,2017,13.5,14,15,5.1,60.4,44,34.5,-1.1,2.2,-3.2,37.9,35.2,71.6,74.7,8.8,0.9,45.5,No
Northern Colo.,2018,11.9,12.3,24,5.3,68.9,47,35.9,0.9,3.7,8.2,68.4,32.7,81.1,72.9,8.8,1.9,44.4,No
Northern Colo.,2010,11.6,12.6,14,7.2,74.5,44.5,38.7,3.1,2.4,6.8,75.8,35.8,73.5,66.7,7.6,0.8,43.4,No
Northern Colo.,2011,11.7,14.2,8,6,77,42.8,38.7,-0.2,1.9,5.7,65.6,34.8,71.5,65.8,7.9,4.8,41.1,No
Northern Colo.,2012,12.5,16.3,11,5.5,69.9,48.1,44.4,-4.1,2.4,-3.1,32.1,39.5,72.4,75.4,7.1,5,45.4,No
Northern Colo.,2013,13.1,13.1,9,6.7,67.4,46.3,37.7,-0.7,2.3,0.1,41.9,34.2,70.5,70.4,6.8,1.7,45.2,No
Northern Colo.,2015,12.3,10.4,14,6.5,71.4,47.5,38.1,2.9,2,1.3,50,39.4,74.7,73.4,6.8,-0.6,47.6,No
Vermont,2016,13.4,13.2,20,5.7,70.9,48.1,38.3,-1.6,4.4,4.4,62.2,36.2,75,70.6,6.9,2.7,42.5,No
Vermont,2017,13.6,11.2,9,5.7,70,49.4,36.9,1.7,4.3,11.3,82.9,33.4,73.5,62.1,6.5,3.6,42.3,Yes
Vermont,2018,13.4,11.1,4,3.8,75.4,48.8,40.1,-0.1,2.5,8.9,77.1,34.2,73.9,65.1,7.4,4.3,43.8,No
Vermont,2012,13.2,12.4,7,6.1,73.9,44.3,34,0.2,2.4,6.2,66.7,31.7,67.1,60.9,5.3,3.4,40.6,Yes
Vermont,2015,13.1,13,16,6.4,69.2,47.1,35.5,-0.1,5.1,7.9,58.8,30.4,67,59.2,5.4,1.5,38.6,No
UNC Greensboro,2018,13.9,13.7,15,7.6,69.8,44.6,35.3,1.3,3.8,10.7,77.1,31.5,73.2,62.5,9.5,6.7,40.6,No
UNC Greensboro,2011,11.4,15.3,19,6.6,69,42.9,35.6,-1,2.5,-9.6,22.6,38.2,71.1,80.7,6,-2.5,47.3,No
UNC Greensboro,2012,11.6,15.2,13,7.5,68.5,40.3,33.8,0.9,2.7,-7.1,40.6,37.1,69.7,76.8,6.9,-1,46.2,No
UNC Greensboro,2013,12.1,12.7,24,7.3,67.3,41.8,34.1,1.3,1.6,-2.1,29,35.8,71.7,73.7,7.3,-0.9,43.5,No
Valparaiso,2016,14.2,12.9,19,6.6,72.3,44.3,35.9,-0.1,4.7,12.4,81.1,32.9,75.2,62.8,8.1,8.8,38.4,No
Valparaiso,2018,12.5,14.7,15,7.3,70.8,44.9,34.2,-0.6,3.3,2.2,46.9,31.4,70.4,68.2,6.7,1.3,42.1,No
Valparaiso,2010,15,13.7,21,7.1,71.2,46.7,36.8,-0.3,2.2,-1,46.9,37.8,73.3,74.3,7.7,-1.3,45.5,No
Valparaiso,2011,15.8,13.7,18,7.8,66.5,47.4,32.1,0.9,2.7,5.3,65.7,32.8,73.3,68,6.3,0.9,42.3,No
Valparaiso,2012,13.7,14.2,21,6,71.5,46.7,34,-2.6,2.9,2.9,64.7,32.7,68.3,65.4,6.7,1.5,42.3,No
Valparaiso,2013,13.7,14.3,14,6.8,73.1,48.4,37.2,-1.3,3.4,8.9,76.5,33.8,71.2,62.3,7.4,3.5,41.5,No
Valparaiso,2015,13,12.4,10,6,67.5,45.6,38.1,-0.2,4.6,10.1,82.4,33.1,69.6,59.4,6.9,6.9,38.2,No
Montana,2016,13.7,12.4,16,5.2,69.6,46.5,37.4,0.3,2.5,5.1,63.6,32.2,72.5,67.4,7.7,2.9,42.9,No
Montana,2017,13,10.8,20,5.7,75.2,44.9,35.7,1.8,2.8,1.3,50,34.5,74.7,73.4,7.4,0.1,46.2,No
Montana,2018,12.6,12.4,16,7.8,70.6,46.7,33.9,3,3.4,8.7,76.5,35.8,77.2,68.5,5.5,4.6,43,Yes
Montana,2010,12.4,12.2,13,6.4,72.3,48.3,39.9,0.4,3.3,8.4,68.8,36,69.6,61.3,6.6,2.7,41.7,Yes
Montana,2012,13.6,12.5,10,7.2,71.6,46.2,37.2,2.4,3.6,7.9,78.1,33.1,70,62,6.1,-0.8,40.5,Yes
Montana,2013,12.7,12.2,11,5.8,76.7,46.5,37.2,-0.1,3.1,4.4,78.1,33.5,69.9,65.5,6.8,-1.4,43,Yes
Montana,2015,14.1,11.8,16,6.6,71.8,46.4,37.2,1.5,2.5,3.9,60.6,35.9,71.1,67.2,8.3,0.1,43.6,No
Northern Ill.,2016,14,12.6,9,7.4,68.4,42.7,34.9,1.7,3.5,5.2,61.8,34.1,72.4,67.2,7,4.3,40.4,No
Northern Ill.,2017,10.8,13.4,11,7.1,67.7,43.8,31.2,1.5,2.5,1.5,46.9,34.7,72.2,70.7,5,3.2,43.5,No
Northern Ill.,2018,9.3,11.8,7,6.7,72.7,45.6,33,0.7,1.8,-2.8,40.6,35.9,72.5,75.2,5.3,-0.4,46.2,No
Northern Ill.,2010,13.3,15.3,19,6.6,64.6,40.1,30,-1.8,3.5,-4.7,33.3,35.7,67.2,71.9,5.9,2.3,44,No
Northern Ill.,2011,12,14.3,20,5.6,69.7,42.1,32.4,-2.3,2.4,-4.8,30,34.7,68.5,73.3,5.8,0.9,44.2,No
Northern Ill.,2012,9.8,16,15,5,67.1,37.1,31.7,-4.2,2.4,-12.3,16.1,37.9,55.4,67.6,6,2.5,44,No
